id,date,error,region,calcurve,Period,Site,Feature
gg79,2745,25,Gyeonggi,intcal13,Mumun,Gimpo Unyangdong 2,II-7-1
gg80,2790,25,Gyeonggi,intcal13,Mumun,Gimpo Unyangdong 2,II-7-3
neo085,4448,15,Gyeonggi,intcal13,Chulmun,Gimpo Unyangdong 2,II-9-1-1
gg81,2940,25,Gyeonggi,intcal13,Mumun,Gimpo Unyangdong 2,II-9-5
gg39,2770,60,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-D no 22
gg40,2850,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-D no 23
gg41,2680,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-G no 2
gg42,2700,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-G no 4
gg44,2770,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-H no 12
gg43,2380,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-H no 5 
gg56,3020,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-K no 3
gg60,2820,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 10
gg61,2910,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 11
gg62,2820,60,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 12
gg63,2750,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 13
gg64,2800,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 14
gg65,3090,60,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 15
gg66,2990,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 16
gg67,2910,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 17
gg68,2720,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 19
gg69,2550,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 20
gg57,2960,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 3
gg58,2750,36,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 5
gg59,2550,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,1-L no 6
gg35,2650,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(B) no 1
gg36,3010,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(B-1) no 1
gg37,2540,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(B-1) no 2
gg38,2950,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(B-1) no 3
neo078,4530,50,Gyeonggi,intcal13,Chulmun,Gimpo Yangchon,2-1(F) no 1
neo075,4550,50,Gyeonggi,intcal13,Chulmun,Gimpo Yangchon,2-1(F) no 2
gg45,2670,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 1
gg49,2710,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 10
gg50,2900,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 12
gg51,2788,36,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 13
gg52,2630,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 16
gg53,2560,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 18
gg46,2820,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 3
gg47,2740,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 4
gg48,2830,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(J) no 6
neo112,4020,50,Gyeonggi,intcal13,Chulmun,Gimpo Yangchon,2-1(J) no 9
gg54,2900,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(K) no 1
gg55,2630,40,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-1(K) no 2
gg70,2520,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-3(Na) no 1
gg76,2850,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-3(Na) no 15
gg71,2660,60,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-3(Na) no 3
gg72,2760,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-3(Na) no 4
gg73,2680,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-3(Na) no 6
gg74,2710,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-3(Na) no 7
gg75,2920,50,Gyeonggi,intcal13,Mumun,Gimpo Yangchon,2-3(Na) no 8
hn214,2500,60,Honam,intcal13,Mumun,Gochang Bugokri Jeungsan 2,Mumun 1
hn209,2510,20,Honam,intcal13,Mumun,Gochang Seokgyori 2,no 9
hn195,2530,30,Honam,intcal13,Mumun,Gochang Seoknamri,no 1
hn196,2450,30,Honam,intcal13,Mumun,Gochang Seoknamri,no 1-1
hn197,2640,50,Honam,intcal13,Mumun,Gochang Seoknamri,no 2
hn211,2620,40,Honam,intcal13,Mumun,Goheung Hancheonri Sinchon,no 1
hn212,2810,30,Honam,intcal13,Mumun,Goheung Hancheonri Sinchon,no 1
hn121,2500,20,Honam,intcal13,Mumun,Goheung Jangdukri Jangdong,no 1
hn122,2480,20,Honam,intcal13,Mumun,Goheung Jangdukri Jangdong,no 5
hn41,2331,29,Honam,intcal13,Mumun,Goksung Daepyungri,no 11
hn39,2310,29,Honam,intcal13,Mumun,Goksung Daepyungri,no 16
hn40,2290,40,Honam,intcal13,Mumun,Goksung Daepyungri,no 17
hn38,2236,29,Honam,intcal13,Mumun,Goksung Daepyungri,no 23
hn42,2370,40,Honam,intcal13,Mumun,Goksung Daepyungri,no 3
hn6,2640,60,Honam,intcal13,Mumun,Goksung Ojiri,Mumun 12
hn7,2710,50,Honam,intcal13,Mumun,Goksung Ojiri,Mumun 14
hn4,2670,60,Honam,intcal13,Mumun,Goksung Ojiri,Mumun 4
hn5,2650,50,Honam,intcal13,Mumun,Goksung Ojiri,Mumun 6
cc108,2563,43,Chungcheong,intcal13,Mumun,Gongju Jangsunri Tosil,no 2
cc522,2420,40,Chungcheong,intcal13,Mumun,Gongju Jangwonri,Mumun 1
cc523,2480,40,Chungcheong,intcal13,Mumun,Gongju Jangwonri,Mumun 1-1
neo141,4494,17,Chungcheong,intcal13,Chulmun,Gongju Singwandong Gwangol,Chulmun pit house
yn241,2880,50,Yeongnam,intcal13,Mumun,Goryung Eogokri 255-2,pit house 1-1
yn294,2550,60,Yeongnam,intcal13,Mumun,Goryung Kwebinri,no 1
yn295,2480,60,Yeongnam,intcal13,Mumun,Goryung Kwebinri,no 2
neo018,4283,26,Gangwon,intcal13,Chulmun,Gosung Cheoltongri,Chulmun 1
neo017,4299,24,Gangwon,intcal13,Chulmun,Gosung Cheoltongri,Chulmun 2
neo019,4253,24,Gangwon,intcal13,Chulmun,Gosung Cheoltongri,Chulmun 3
neo020,4242,27,Gangwon,intcal13,Chulmun,Gosung Cheoltongri,Chulmun 4
gw35,2510,50,Gangwon,intcal13,Mumun,Gosung Chodori 2 - Hwapori,Chodori 1
gw36,2460,50,Gangwon,intcal13,Mumun,Gosung Chodori 2 - Hwapori,Chodori 2
gw37,2380,50,Gangwon,intcal13,Mumun,Gosung Chodori 2 - Hwapori,Chodori 6
gw38,2580,50,Gangwon,intcal13,Mumun,Gosung Chodori 2 - Hwapori,Chodori 8
gw40,2730,50,Gangwon,intcal13,Mumun,Gosung Chodori 2 - Hwapori,Hwapori 1-2
gw39,2550,50,Gangwon,intcal13,Mumun,Gosung Chodori 2 - Hwapori,Hwapori 2-1
gw30,2820,50,Gangwon,intcal13,Mumun,Gosung Daedaeri,no 1
gw31,2900,50,Gangwon,intcal13,Mumun,Gosung Daedaeri,no 2
gw32,2840,60,Gangwon,intcal13,Mumun,Gosung Daedaeri,no 3
gw33,2870,50,Gangwon,intcal13,Mumun,Gosung Daedaeri,no 4
gw26,2864,24,Gangwon,intcal13,Mumun,Gosung Daedaeri,no 5
gw27,2862,24,Gangwon,intcal13,Mumun,Gosung Daedaeri,no 6
gw28,2857,24,Gangwon,intcal13,Mumun,Gosung Daedaeri,no 7
gw29,2838,24,Gangwon,intcal13,Mumun,Gosung Daedaeri,no 8
gw34,3200,50,Gangwon,intcal13,Mumun,Gosung Jejinri 2,B-1
neo023,4120,40,Gangwon,intcal13,Chulmun,Gosung Moonamri 2,no 1
neo011,4480,40,Gangwon,intcal13,Chulmun,Gosung Moonamri 2,no 2
neo012,4462,32,Gangwon,intcal13,Chulmun,Gosung Moonamri 2,no 3
neo006,4600,50,Gangwon,intcal13,Chulmun,Gosung Moonamri 2,no 4
neo003,4681,34,Gangwon,intcal13,Chulmun,Gosung Moonamri 2,no 7
gg20,2495,20,Gyeonggi,intcal13,Mumun,Goyang Donaedong,I-1
gg23,2545,20,Gyeonggi,intcal13,Mumun,Goyang Donaedong,I-10
gg21,2650,20,Gyeonggi,intcal13,Mumun,Goyang Donaedong,I-6
gg22,2545,20,Gyeonggi,intcal13,Mumun,Goyang Donaedong,I-7
gg24,2615,20,Gyeonggi,intcal13,Mumun,Goyang Donaedong,II-1
gg25,2460,20,Gyeonggi,intcal13,Mumun,Goyang Donaedong,II-2
gg26,2495,20,Gyeonggi,intcal13,Mumun,Goyang Donaedong,II-5
hn152,2960,80,Honam,intcal13,Mumun,Gurye Bongbukri,Na Mumun 2
hn153,2560,50,Honam,intcal13,Mumun,Gurye Bongbukri,Na Mumun 3
cc28,2420,70,Chungcheong,intcal13,Mumun,Gwanchangri,KC-020
cc29,2420,70,Chungcheong,intcal13,Mumun,Gwanchangri,KC-038
cc30,2810,90,Chungcheong,intcal13,Mumun,Gwanchangri,KC-040
cc31,2480,50,Chungcheong,intcal13,Mumun,Gwanchangri,KC-042
cc32,2630,70,Chungcheong,intcal13,Mumun,Gwanchangri,KC-048
gg27,2631,16,Gyeonggi,intcal13,Mumun,Gwanggyo Sindosi,no 10-1
hn161,2930,60,Honam,intcal13,Mumun,Gwangju Guemgok A,no 2
hn62,2500,60,Honam,intcal13,Mumun,Gwangju Jangja,no 7
gg32,2530,20,Gyeonggi,intcal13,Mumun,Gwangju Jangjidong Settlement,Mumun 3
gg33,2510,20,Gyeonggi,intcal13,Mumun,Gwangju Jangjidong Settlement,Mumun 4
gg34,2545,20,Gyeonggi,intcal13,Mumun,Gwangju Jangjidong Settlement,Mumun 8
hn93,2610,50,Honam,intcal13,Mumun,"Gwangju Nodaedong, Hangamdong",Hyocheon II-1
hn94,2370,50,Honam,intcal13,Mumun,"Gwangju Nodaedong, Hangamdong",Hyocheon II-3
hn95,2851,43,Honam,intcal13,Mumun,"Gwangju Nodaedong, Hangamdong",Hyocheon II-6
hn156,2548,28,Honam,intcal13,Mumun,Gwangju Nodaeri Singui,no 1
hn157,2530,39,Honam,intcal13,Mumun,Gwangju Nodaeri Singui,no 2
hn158,2546,43,Honam,intcal13,Mumun,Gwangju Nodaeri Singui,no 3
hn23,2375,39,Honam,intcal13,Mumun,Gwangju Pyungdong,A-60
hn24,2345,36,Honam,intcal13,Mumun,Gwangju Pyungdong,A-87
hn1,2470,60,Honam,intcal13,Mumun,Gwangju Sanjung A,no 18
hn2,2530,36,Honam,intcal13,Mumun,Gwangju Sanjung A,no 20
hn3,2400,50,Honam,intcal13,Mumun,Gwangju Sanjung A,no 23
hn167,2430,80,Honam,intcal13,Mumun,Gwangju Sinwan,no 1
hn9,2920,60,Honam,intcal13,Mumun,Gwangju Sumun,Rectangular no 1
hn10,2960,60,Honam,intcal13,Mumun,Gwangju Sumun,Rectangular no 2
hn13,2460,60,Honam,intcal13,Mumun,Gwangju Sumun,Songgukri type no 13
hn14,2820,60,Honam,intcal13,Mumun,Gwangju Sumun,Songgukri type no 28
hn11,2610,50,Honam,intcal13,Mumun,Gwangju Sumun,Songgukri type no 5
hn12,2310,60,Honam,intcal13,Mumun,Gwangju Sumun,Songgukri type no 8
gg31,2815,20,Gyeonggi,intcal13,Mumun,Gwangju Yeokdong,Ma-10
gg28,2535,20,Gyeonggi,intcal13,Mumun,Gwangju Yeokdong,Ma-3
gg29,2515,20,Gyeonggi,intcal13,Mumun,Gwangju Yeokdong,Ma-4
gg30,2890,20,Gyeonggi,intcal13,Mumun,Gwangju Yeokdong,Ma-5
hn75,2520,60,Honam,intcal13,Mumun,Gwangyang Chilsungri,no 15-1
hn73,2390,40,Honam,intcal13,Mumun,Gwangyang Chilsungri,no 2
hn76,2550,60,Honam,intcal13,Mumun,Gwangyang Chilsungri,no 32
hn77,2520,80,Honam,intcal13,Mumun,Gwangyang Chilsungri,no 33
hn78,2500,60,Honam,intcal13,Mumun,Gwangyang Chilsungri,no 34
hn79,2450,60,Honam,intcal13,Mumun,Gwangyang Chilsungri,no 39
hn74,2640,60,Honam,intcal13,Mumun,Gwangyang Chilsungri,no 4-2
hn28,2510,60,Honam,intcal13,Mumun,Gwangyang Gidu,no 1
hn34,2281,36,Honam,intcal13,Mumun,Gwangyang Gidu,no 11
hn35,2420,80,Honam,intcal13,Mumun,Gwangyang Gidu,no 19
hn36,2593,61,Honam,intcal13,Mumun,Gwangyang Gidu,no 20-1
hn29,2470,30,Honam,intcal13,Mumun,Gwangyang Gidu,no 3-1
hn30,2451,26,Honam,intcal13,Mumun,Gwangyang Gidu,no 4
hn31,2360,30,Honam,intcal13,Mumun,Gwangyang Gidu,no 6
hn32,2440,57,Honam,intcal13,Mumun,Gwangyang Gidu,no 8
hn33,2460,60,Honam,intcal13,Mumun,Gwangyang Gidu,no 9
cc119,2890,60,Chungcheong,intcal13,Mumun,Gwansanri 1,KC-004
cc120,2750,60,Chungcheong,intcal13,Mumun,Gwansanri 1,kC-009
cc121,2570,70,Chungcheong,intcal13,Mumun,Gwansanri 1,KC-011
cc122,2780,70,Chungcheong,intcal13,Mumun,Gwansanri 1,KC-012
cc123,2920,70,Chungcheong,intcal13,Mumun,Gwansanri 1,KC-013
cc339,2460,50,Chungcheong,intcal13,Mumun,Gyeryong Ibamri,Mumun 10
cc340,2670,70,Chungcheong,intcal13,Mumun,Gyeryong Ibamri,Mumun 12
cc341,2450,60,Chungcheong,intcal13,Mumun,Gyeryong Ibamri,Mumun 13
cc342,2450,70,Chungcheong,intcal13,Mumun,Gyeryong Ibamri,Mumun 16
cc343,2540,50,Chungcheong,intcal13,Mumun,Gyeryong Ibamri,Mumun 21
gg17,2410,40,Gyeonggi,intcal13,Mumun,Gyesoodong Angol,no 1
gg18,2830,30,Gyeonggi,intcal13,Mumun,Gyesoodong Angol,no 2
gg19,2580,40,Gyeonggi,intcal13,Mumun,Gyesoodong Angol,no 3
yn34,2850,60,Yeongnam,intcal13,Mumun,Gyungju Bangnaeri,I-4
yn461,2703,36,Yeongnam,intcal13,Mumun,Gyungju Bonggilri,no 1
yn37,2440,60,Yeongnam,intcal13,Mumun,Gyungju Bonggilri,no 10
yn35,2360,40,Yeongnam,intcal13,Mumun,Gyungju Bonggilri,no 5
yn462,2850,59,Yeongnam,intcal13,Mumun,Gyungju Bonggilri,no 6
yn36,2730,30,Yeongnam,intcal13,Mumun,Gyungju Bonggilri,no 9
yn460,2650,40,Yeongnam,intcal13,Mumun,Gyungju Bonggilri,no 9
yn307,2735,36,Yeongnam,intcal13,Mumun,Gyungju Cheongundong 1544,II-3
yn308,2680,50,Yeongnam,intcal13,Mumun,Gyungju Cheongundong Bronze Age Settlement,I-1
yn309,2990,60,Yeongnam,intcal13,Mumun,Gyungju Cheongundong Bronze Age Settlement,I-3
yn310,2890,50,Yeongnam,intcal13,Mumun,Gyungju Cheongundong Bronze Age Settlement,I-4
yn313,2750,50,Yeongnam,intcal13,Mumun,Gyungju Cheongundong Bronze Age Settlement,no 21
yn314,2630,60,Yeongnam,intcal13,Mumun,Gyungju Cheongundong Bronze Age Settlement,no 27
yn311,2480,50,Yeongnam,intcal13,Mumun,Gyungju Cheongundong Bronze Age Settlement,no 4
yn312,2800,60,Yeongnam,intcal13,Mumun,Gyungju Cheongundong Bronze Age Settlement,no 9
yn358,2610,60,Yeongnam,intcal13,Mumun,Gyungju Cheongundong Pimak,Ra-1
yn280,2620,50,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong,no 1
yn284,2370,60,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong,no 10
yn285,2290,60,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong,no 14
yn281,2540,60,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong,no 2
yn282,2690,60,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong,no 5
yn283,2400,50,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong,no 7
yn286,2590,60,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong 100-14,no 2
yn287,2540,50,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong 100-14,no 7
yn288,2720,50,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong 100-14,no 8
yn44,2540,50,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong san-156,no 1
yn45,2670,50,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong san-156,no 2
yn46,2890,60,Yeongnam,intcal13,Mumun,Gyungju Chunghyodong san-156,no 3
yn58,2944,33,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 11
yn55,2920,43,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 2
yn59,3010,60,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 20
yn60,2812,36,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 21
yn61,2940,36,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 24
yn62,2960,36,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 25
yn63,2740,50,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 26
yn56,2850,50,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 8
yn57,2510,60,Yeongnam,intcal13,Mumun,Gyungju Deokcheonri 1,no 9
yn247,2610,50,Yeongnam,intcal13,Mumun,Gyungju Dongsanri 1,no 22
yn248,2510,60,Yeongnam,intcal13,Mumun,Gyungju Dongsanri 1,no 24
yn249,2640,50,Yeongnam,intcal13,Mumun,Gyungju Dongsanri 1,no 31
yn250,2790,50,Yeongnam,intcal13,Mumun,Gyungju Dongsanri 1,no 33
yn246,2600,50,Yeongnam,intcal13,Mumun,Gyungju Dongsanri 1,no 7
yn545,2730,40,Yeongnam,intcal13,Mumun,Gyungju Eoilri,A-I-10
yn546,2700,40,Yeongnam,intcal13,Mumun,Gyungju Eoilri,A-I-21
yn547,2660,50,Yeongnam,intcal13,Mumun,Gyungju Eoilri,A-II-10
yn548,2540,40,Yeongnam,intcal13,Mumun,Gyungju Eoilri,A-II-42
yn549,2690,50,Yeongnam,intcal13,Mumun,Gyungju Eoilri,A-II-73
yn550,2810,40,Yeongnam,intcal13,Mumun,Gyungju Eoilri,A-II-79
yn551,2840,50,Yeongnam,intcal13,Mumun,Gyungju Eoilri,A-III-2
yn553,2740,50,Yeongnam,intcal13,Mumun,Gyungju Eoilri,E-20
yn552,2700,50,Yeongnam,intcal13,Mumun,Gyungju Eoilri,E-3
yn554,2640,40,Yeongnam,intcal13,Mumun,Gyungju Eoilri,F-1
yn555,2690,40,Yeongnam,intcal13,Mumun,Gyungju Eoilri,F-3
yn204,2516,22,Yeongnam,intcal13,Mumun,Gyungju Gujungdong 255-1,no 1
yn303,2480,60,Yeongnam,intcal13,Mumun,Gyungju Gwangmyungdong,no 2
yn304,2675,43,Yeongnam,intcal13,Mumun,Gyungju Gwangmyungdong,no 3
yn305,2760,50,Yeongnam,intcal13,Mumun,Gyungju Gwangmyungdong,no 8
yn542,2750,50,Yeongnam,intcal13,Mumun,Gyungju Hagoori,A-1
yn544,2690,50,Yeongnam,intcal13,Mumun,Gyungju Hagoori,A-10
yn543,2630,50,Yeongnam,intcal13,Mumun,Gyungju Hagoori,A-5
yn291,2800,60,Yeongnam,intcal13,Mumun,Gyungju Hagoori,no 5
yn47,2784,39,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri,no 1
yn53,2980,60,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri,no 10
yn54,2620,50,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri,no 11
yn48,2680,60,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri,no 3
yn49,2700,60,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri,no 4
yn50,2780,50,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri,no 7
yn51,2720,60,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri,no 8
yn52,2861,43,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri,no 9
yn592,2950,40,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri san-251-1,no 2
yn593,2610,40,Yeongnam,intcal13,Mumun,Gyungju Hwacheonri san-251-1,no 3
yn203,2715,29,Yeongnam,intcal13,Mumun,Gyungju Indongri,no 5-2
yn205,2660,50,Yeongnam,intcal13,Mumun,Gyungju Jukdongri,Mumun 2
yn206,2850,50,Yeongnam,intcal13,Mumun,Gyungju Jukdongri,Mumun 3
yn207,2470,60,Yeongnam,intcal13,Mumun,Gyungju Jukdongri,Mumun 5
yn208,2820,60,Yeongnam,intcal13,Mumun,Gyungju Jukdongri,Mumun 6
yn209,2910,60,Yeongnam,intcal13,Mumun,Gyungju Jukdongri,Mumun 7
yn243,2710,60,Yeongnam,intcal13,Mumun,Gyungju Munsanri 1,Ga-17
yn242,2590,50,Yeongnam,intcal13,Mumun,Gyungju Munsanri 1,Ga-4
yn244,2790,50,Yeongnam,intcal13,Mumun,Gyungju Munsanri 1,Na-14
yn245,2650,50,Yeongnam,intcal13,Mumun,Gyungju Munsanri 1,Na-29
yn517,2670,40,Yeongnam,intcal13,Mumun,Gyungju Naengcheonri,Mumun 1
yn518,2670,40,Yeongnam,intcal13,Mumun,Gyungju Naengcheonri,Mumun 2
yn519,2770,40,Yeongnam,intcal13,Mumun,Gyungju Naengcheonri,Mumun 3
yn520,2430,50,Yeongnam,intcal13,Mumun,Gyungju Naengcheonri,Mumun 4
yn306,2910,60,Yeongnam,intcal13,Mumun,Gyungju Sindangri 883-1,pit house 1
yn38,2860,40,Yeongnam,intcal13,Mumun,Gyungju Songsunri,no 1
yn42,2960,60,Yeongnam,intcal13,Mumun,Gyungju Songsunri,no 10
yn43,2890,40,Yeongnam,intcal13,Mumun,Gyungju Songsunri,no 11
yn40,2760,40,Yeongnam,intcal13,Mumun,Gyungju Songsunri,no 8
yn41,2820,40,Yeongnam,intcal13,Mumun,Gyungju Songsunri,no 9
yn354,2760,60,Yeongnam,intcal13,Mumun,Gyungju Sukgyeri,I-B-4
yn355,2750,50,Yeongnam,intcal13,Mumun,Gyungju Sukgyeri,I-B-8
yn466,2750,50,Yeongnam,intcal13,Mumun,Gyungju Yonggangdong,no 19
yn467,2850,50,Yeongnam,intcal13,Mumun,Gyungju Yonggangdong,no 23
yn468,2690,50,Yeongnam,intcal13,Mumun,Gyungju Yonggangdong,no 42
yn465,2860,50,Yeongnam,intcal13,Mumun,Gyungju Yonggangdong,no 9
yn289,2700,80,Yeongnam,intcal13,Mumun,Gyungju Yongjangri,no 1
yn290,2678,33,Yeongnam,intcal13,Mumun,Gyungju Yongjangri,no 2
yn301,2790,50,Yeongnam,intcal13,Mumun,Gyungsan Jungsandong 160-1,I-1
yn302,2740,50,Yeongnam,intcal13,Mumun,Gyungsan Jungsandong 160-1,I-2
yn516,3080,60,Yeongnam,intcal13,Mumun,Gyungsan Naerari,I-3
yn515,2950,60,Yeongnam,intcal13,Mumun,Gyungsan Naerari,I-4
yn513,2770,50,Yeongnam,intcal13,Mumun,Gyungsan Naerari,I-5
yn512,2590,60,Yeongnam,intcal13,Mumun,Gyungsan Naerari,I-7
yn514,2930,60,Yeongnam,intcal13,Mumun,Gyungsan Naerari,II-2-9
yn378,2640,60,Yeongnam,intcal13,Mumun,Gyungsan Okgokdong 1,A-11
yn377,2720,40,Yeongnam,intcal13,Mumun,Gyungsan Okgokdong 1,A-13
yn376,2720,70,Yeongnam,intcal13,Mumun,Gyungsan Okgokdong 1,A-17
yn375,2726,36,Yeongnam,intcal13,Mumun,Gyungsan Okgokdong 1,A-31
yn374,2610,40,Yeongnam,intcal13,Mumun,Gyungsan Okgokdong 1,A-38
yn379,3070,40,Yeongnam,intcal13,Mumun,Gyungsan Okgokdong 1,B-39
yn381,2700,40,Yeongnam,intcal13,Mumun,Gyungsan Okgokdong 2,A-23
yn380,2820,30,Yeongnam,intcal13,Mumun,Gyungsan Okgokdong 2,A-3
yn64,2790,60,Yeongnam,intcal13,Mumun,Gyungsan Oksandong 300,no 22
yn65,2540,50,Yeongnam,intcal13,Mumun,Gyungsan Oksandong 300,no 27
yn66,2580,50,Yeongnam,intcal13,Mumun,Gyungsan Oksandong 300,no 33
hn100,2550,50,Honam,intcal13,Mumun,Haenam Hwangsanri Bunto 2,Mumun 1
hn101,2680,50,Honam,intcal13,Mumun,Haenam Hwangsanri Bunto 2,Mumun 7
hn99,2430,50,Honam,intcal13,Mumun,Haenam Hwangsanri Bunto 2,Mumun 9
neo148,4412,36,Chungcheong,intcal13,Chulmun,Hakamri,pit house
hn173,2490,15,Honam,intcal13,Mumun,Hampyung Sinheungdong 2,no 1
hn174,2945,20,Honam,intcal13,Mumun,Hampyung Sinheungdong 2,no 10
hn175,2865,20,Honam,intcal13,Mumun,Hampyung Sinheungdong 2,no 5
hn176,2910,20,Honam,intcal13,Mumun,Hampyung Sinheungdong 2,no 8
hn177,2925,20,Honam,intcal13,Mumun,Hampyung Sinheungdong 2,no 9
hn120,2550,40,Honam,intcal13,Mumun,Hampyung Sinheungdong 3,no 11
hn178,2590,60,Honam,intcal13,Mumun,Hampyung Sinheungdong 3,no 3
hn179,2620,50,Honam,intcal13,Mumun,Hampyung Sinheungdong 3,no 7
hn155,2557,29,Honam,intcal13,Mumun,Hampyung Sungcheonri Wachon,no 5
gg267,2914,32,Gyeonggi,intcal13,Mumun,Hanam Deokpungdong,1
gg264,2679,29,Gyeonggi,intcal13,Mumun,Hanam Deokpunggol 2,pit house 5-1
gg265,2800,23,Gyeonggi,intcal13,Mumun,Hanam Deokpunggol 2,pit house 5-2
gg266,2784,25,Gyeonggi,intcal13,Mumun,Hanam Deokpunggol 2,pit house 6-1
gg268,2760,60,Gyeonggi,intcal13,Mumun,Hanam Mangwoldong Gusan,2
gg269,2680,60,Gyeonggi,intcal13,Mumun,Hanam Mangwoldong Gusan,6
gg306,2631,91,Gyeonggi,intcal13,Mumun,Heunamri 3,no 8
gg307,2950,50,Gyeonggi,intcal13,Mumun,Heunamri 4,no 12
gw195,2810,34,Gangwon,intcal13,Mumun,Hoingsung Beopjuri,Mumun 1
gw196,2642,19,Gangwon,intcal13,Mumun,Hoingsung Beopjuri,Mumun 2
gw214,2960,36,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-11
gw215,2988,36,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-12
gw216,3025,36,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-21
gw217,3000,50,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-22
gw218,2930,50,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-23
gw213,3015,36,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-3
gw219,2940,50,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-32
gw220,2830,50,Gangwon,intcal13,Mumun,Hongcheon Cheoljeongri 2,A-36
